,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
413,EID_20845,1,31.0,3,0,Springfield,Logistics,Behavioral,5.0,2,53,0,4,7.0,type2,4.0,3,0.7516,0.7075,2.0,3,9,3
414,EID_15683,1,,4,1,Springfield,IT,Analytical,6.0,3,57,1,3,8.0,type2,3.0,3,-0.9612,-0.4537,2.0,2,9,3
416,EID_12031,1,40.0,3,1,Franklin,IT,Behavioral,12.0,3,48,0,3,8.0,type2,2.0,3,0.7516,0.7075,1.0,3,7,3
418,EID_6239,0,48.0,4,0,Clinton,Operarions,Conceptual,12.0,2,39,1,3,7.0,type2,1.0,3,-1.8176,1.8688,2.0,2,5,4
420,EID_9308,1,42.0,5,0,Lebanon,Logistics,Behavioral,,2,73,1,3,9.0,type2,1.0,3,-0.1048,-1.615,3.0,2,8,1
422,EID_11934,0,40.0,1,1,Springfield,IT,Behavioral,13.0,3,47,0,3,8.0,type1,1.0,3,0.7516,-0.4537,1.0,2,8,3
423,EID_23472,1,47.0,1,1,Clinton,Operarions,Behavioral,9.0,3,59,0,3,10.0,type2,1.0,1,-1.8176,-0.4537,1.0,2,5,2
425,EID_16069,1,26.0,4,1,Lebanon,Logistics,Behavioral,4.0,4,35,2,5,7.0,type3,4.0,3,-0.9612,-0.4537,2.0,4,9,3
426,EID_18276,1,24.0,3,1,Lebanon,Logistics,Analytical,5.0,1,32,1,3,8.0,type2,2.0,4,0.7516,0.7075,2.0,2,7,3
428,EID_12061,1,40.0,1,0,Clinton,R&D,Behavioral,12.0,2,46,1,3,7.0,type4,4.0,3,-0.1048,-1.615,,3,8,3
431,EID_19506,1,42.0,3,1,Franklin,Logistics,Directive,10.0,3,67,0,3,9.0,type3,1.0,3,-1.8176,-0.4537,3.0,2,7,3
434,EID_1924,0,64.0,4,0,Franklin,Marketing,Analytical,36.0,3,42,0,2,7.0,type2,2.0,3,-1.8176,-0.4537,2.0,4,5,4
439,EID_16631,1,25.0,4,1,Lebanon,Purchasing,Behavioral,6.0,2,71,1,2,8.0,type1,2.0,1,0.7516,-0.4537,2.0,4,7,3
444,EID_21147,1,27.0,3,1,Franklin,IT,Directive,5.0,2,28,1,1,8.0,type2,1.0,3,1.6081,0.7075,2.0,1,8,3
446,EID_10645,1,35.0,5,1,Springfield,Marketing,Conceptual,7.0,3,53,1,3,8.0,type2,3.0,3,0.7516,-0.4537,2.0,3,7,4
447,EID_18298,0,22.0,3,0,Springfield,IT,Behavioral,3.0,3,59,1,3,7.0,type3,3.0,1,-0.1048,-0.4537,1.0,2,6,3
449,EID_2318,0,54.0,3,1,Springfield,Sales,Directive,21.0,2,25,0,3,9.0,type2,3.0,4,-0.1048,-0.4537,2.0,4,7,3
451,EID_24099,0,45.0,4,0,Franklin,Quality,Behavioral,9.0,1,48,0,3,9.0,type2,2.0,3,-0.1048,0.7075,2.0,3,9,3
455,EID_11385,0,33.0,3,1,Lebanon,Operarions,Analytical,5.0,4,35,1,3,7.0,type3,3.0,3,0.7516,0.7075,2.0,3,7,3
456,EID_15016,1,24.0,3,1,Franklin,Logistics,Behavioral,5.0,1,50,0,3,9.0,type2,3.0,5,-0.9612,0.7075,,3,6,3
458,EID_11494,0,32.0,3,1,Franklin,Sales,Behavioral,4.0,4,60,0,4,7.0,type2,4.0,3,0.7516,-1.615,2.0,2,7,3
459,EID_2425,1,57.0,3,1,Lebanon,Operarions,Conceptual,20.0,3,63,1,2,8.0,type3,2.0,4,0.7516,0.7075,2.0,3,6,3
461,EID_3570,1,59.0,4,1,Clinton,Sales,Directive,36.0,3,72,2,1,10.0,type2,2.0,4,-0.9612,-0.4537,2.0,2,7,4
463,EID_13780,1,30.0,4,1,Franklin,Marketing,Behavioral,6.0,1,66,1,3,8.0,type3,2.0,2,1.6081,-0.4537,2.0,4,9,3
465,EID_19834,0,32.0,4,1,Springfield,Quality,Analytical,8.0,3,47,0,2,8.0,type3,2.0,4,0.7516,0.7075,1.0,4,7,4
466,EID_11384,0,37.0,3,0,Springfield,Security,Directive,13.0,3,46,1,3,8.0,type2,2.0,3,-0.9612,0.7075,1.0,4,8,3
470,EID_4850,0,56.0,1,1,Springfield,Purchasing,Conceptual,34.0,3,23,1,3,9.0,type2,3.0,3,1.6081,-1.615,2.0,3,7,2
471,EID_16283,0,23.0,1,1,Franklin,Logistics,Directive,4.0,3,27,0,3,8.0,type2,2.0,3,0.7516,0.7075,2.0,1,8,3
472,EID_5107,1,51.0,5,1,Lebanon,Logistics,Analytical,27.0,2,66,1,3,8.0,type3,1.0,3,-1.8176,0.7075,2.0,4,8,5
473,EID_25156,1,47.0,3,1,Clinton,Operarions,Conceptual,24.0,4,63,1,3,9.0,type2,3.0,3,-0.9612,0.7075,2.0,2,6,3
477,EID_13672,1,30.0,3,0,Lebanon,Human Resource Management,Directive,6.0,4,73,1,2,10.0,type2,3.0,5,0.7516,-0.4537,2.0,2,5,3
481,EID_13017,1,28.0,4,1,Franklin,Quality,Conceptual,4.0,4,63,1,4,7.0,type3,3.0,2,-0.1048,-0.4537,1.0,3,6,2
484,EID_21639,0,37.0,3,1,Lebanon,IT,Conceptual,14.0,4,20,0,1,8.0,type3,1.0,4,-0.1048,0.7075,2.0,1,7,4
492,EID_11969,1,31.0,3,0,Springfield,Operarions,Directive,6.0,4,44,1,2,7.0,type2,3.0,5,0.7516,1.8688,2.0,3,7,3
493,EID_19145,1,21.0,3,0,Franklin,Logistics,Directive,,2,66,1,5,8.0,type3,3.0,3,0.7516,-0.4537,2.0,3,8,4
495,EID_18852,1,21.0,3,0,Lebanon,Human Resource Management,Analytical,2.0,1,55,0,5,7.0,type3,1.0,3,0.7516,1.8688,2.0,2,9,3
499,EID_1436,1,56.0,3,1,Clinton,R&D,Conceptual,29.0,3,68,0,2,9.0,type2,3.0,3,0.7516,0.7075,2.0,3,8,3
501,EID_23228,1,42.0,1,1,Franklin,R&D,Directive,19.0,4,65,0,4,8.0,type3,5.0,3,-0.1048,0.7075,2.0,4,6,3
502,EID_5560,1,,2,1,Lebanon,Logistics,Conceptual,18.0,1,42,1,2,8.0,type4,1.0,3,0.7516,-1.615,,2,8,3
506,EID_21908,0,54.0,3,1,Franklin,IT,Directive,18.0,2,27,2,1,7.0,type2,1.0,4,-0.1048,-0.4537,2.0,3,9,3
507,EID_14887,0,32.0,5,1,Washington,Accounting and Finance,Directive,9.0,3,36,1,2,8.0,type2,1.0,3,0.7516,0.7075,2.0,4,8,3
510,EID_17356,1,22.0,4,0,Lebanon,Logistics,Behavioral,3.0,1,49,2,4,8.0,type3,3.0,3,0.7516,0.7075,1.0,3,7,4
512,EID_16224,0,26.0,1,1,Franklin,Logistics,Behavioral,4.0,2,74,1,5,9.0,type2,2.0,4,0.7516,-0.4537,3.0,2,8,3
514,EID_20716,1,42.0,3,1,Washington,Sales,Directive,4.0,4,58,0,1,7.0,type2,4.0,4,-1.8176,-0.4537,3.0,3,7,5
518,EID_9479,0,42.0,5,1,Springfield,Purchasing,Behavioral,10.0,1,56,0,2,8.0,type3,2.0,5,-0.9612,-0.4537,2.0,3,8,4
519,EID_25048,0,60.0,5,0,Franklin,R&D,Behavioral,29.0,4,70,1,1,8.0,type2,3.0,3,0.7516,-0.4537,1.0,4,8,4
520,EID_23370,1,42.0,1,0,Clinton,Logistics,Conceptual,19.0,1,70,1,2,8.0,type3,1.0,3,-0.1048,-0.4537,2.0,4,7,3
521,EID_13877,1,26.0,2,1,Franklin,Sales,Conceptual,2.0,1,23,1,5,9.0,type2,4.0,1,-0.1048,1.8688,2.0,4,6,4
523,EID_1903,0,64.0,4,1,Washington,Accounting and Finance,Behavioral,32.0,2,31,1,4,10.0,type3,1.0,3,0.7516,0.7075,2.0,1,6,2
524,EID_8830,1,39.0,1,0,Lebanon,Logistics,Analytical,15.0,1,41,1,1,7.0,type3,1.0,3,-0.1048,0.7075,2.0,3,5,3
528,EID_22604,1,60.0,4,0,Springfield,Logistics,Conceptual,23.0,3,65,1,3,9.0,type2,3.0,3,-0.1048,0.7075,3.0,4,6,2
530,EID_11375,1,36.0,4,1,Franklin,Sales,Analytical,9.0,2,71,1,1,7.0,type2,3.0,3,-1.8176,-0.4537,2.0,2,5,3
535,EID_11122,1,37.0,1,0,Springfield,Operarions,Behavioral,15.0,1,22,1,2,8.0,type3,1.0,3,0.7516,1.8688,2.0,4,7,3
537,EID_25516,0,35.0,3,1,Lebanon,Sales,Directive,6.0,2,66,1,3,10.0,type4,4.0,2,-0.1048,-0.4537,,2,7,3
543,EID_22512,0,26.0,3,1,Clinton,R&D,Analytical,4.0,3,23,1,3,8.0,type3,1.0,4,-0.1048,-0.4537,1.0,2,7,5
544,EID_14671,1,33.0,5,1,Clinton,Operarions,Behavioral,9.0,1,26,0,4,7.0,type2,4.0,3,1.6081,0.7075,1.0,3,5,5
548,EID_1983,1,55.0,4,0,Lebanon,Quality,Conceptual,29.0,1,61,0,5,7.0,type3,3.0,3,-0.9612,0.7075,2.0,3,8,4
549,EID_18445,0,21.0,4,0,Springfield,Human Resource Management,Directive,2.0,2,25,1,3,8.0,type2,1.0,3,-0.9612,-0.4537,2.0,4,5,2
551,EID_2010,0,55.0,4,1,Washington,Sales,Directive,16.0,3,33,1,4,7.0,type2,1.0,3,0.7516,-0.4537,2.0,2,6,3
554,EID_24883,1,30.0,3,1,Franklin,IT,Behavioral,8.0,3,44,1,4,8.0,type2,3.0,1,,0.7075,2.0,3,7,5
555,EID_15661,1,23.0,4,1,Franklin,IT,Behavioral,4.0,3,38,1,5,7.0,type2,1.0,3,0.7516,-0.4537,2.0,3,7,3
558,EID_13243,1,36.0,4,0,Lebanon,Quality,Behavioral,12.0,4,41,1,3,9.0,type2,3.0,5,-0.1048,-0.4537,2.0,2,7,1
561,EID_13536,1,31.0,3,1,Lebanon,Sales,Analytical,7.0,2,71,1,5,7.0,type2,4.0,3,0.7516,-0.4537,,4,9,3
562,EID_10695,0,39.0,4,1,Springfield,Purchasing,Directive,11.0,4,41,0,2,7.0,type4,2.0,3,1.6081,1.8688,2.0,2,8,3
563,EID_5746,0,62.0,4,0,Springfield,Logistics,Conceptual,34.0,2,35,0,1,7.0,type4,1.0,3,,0.7075,,3,9,4
564,EID_1178,1,57.0,1,0,Clinton,IT,Directive,19.0,4,55,1,3,8.0,type4,2.0,3,-0.9612,-0.4537,3.0,2,5,1
566,EID_3540,1,65.0,3,0,Franklin,Production,Behavioral,31.0,4,34,1,2,8.0,type3,2.0,3,,-0.4537,2.0,3,5,3
570,EID_5907,0,45.0,2,1,Washington,R&D,Analytical,14.0,2,48,1,3,7.0,type0,2.0,3,0.7516,0.7075,2.0,1,8,3
571,EID_5142,1,56.0,3,1,Clinton,Operarions,Behavioral,34.0,4,48,0,3,8.0,type2,4.0,3,,-0.4537,1.0,2,8,4
578,EID_22377,1,19.0,2,1,Lebanon,Marketing,Behavioral,0.0,0,47,1,5,9.0,type2,1.0,4,-0.1048,0.7075,2.0,2,7,1
579,EID_7876,1,65.0,2,1,Lebanon,R&D,Conceptual,37.0,2,51,1,3,8.0,type3,2.0,4,0.7516,0.7075,1.0,3,7,3
580,EID_1213,1,61.0,3,1,Lebanon,Purchasing,Behavioral,35.0,2,74,1,2,8.0,type2,1.0,3,0.7516,-0.4537,2.0,3,8,4
581,EID_4161,1,49.0,5,1,Springfield,Logistics,Analytical,11.0,1,46,1,5,7.0,type2,1.0,3,-0.1048,0.7075,1.0,3,7,3
582,EID_3214,1,51.0,5,1,Springfield,Accounting and Finance,Analytical,22.0,3,65,1,1,7.0,type3,3.0,3,-0.9612,-0.4537,3.0,3,8,3
583,EID_17651,1,21.0,3,1,Lebanon,IT,Conceptual,2.0,2,68,1,2,7.0,type2,1.0,3,,0.7075,2.0,3,6,3
584,EID_8005,0,50.0,3,1,Franklin,IT,Behavioral,16.0,4,36,2,3,9.0,type4,1.0,5,1.6081,0.7075,2.0,2,6,4
587,EID_7371,0,51.0,3,1,Washington,Logistics,Conceptual,12.0,4,28,0,1,9.0,type2,3.0,3,-0.9612,-0.4537,2.0,2,8,3
589,EID_17222,0,21.0,3,1,Springfield,IT,Behavioral,2.0,1,60,1,3,7.0,type2,1.0,3,0.7516,-0.4537,3.0,2,8,4
590,EID_1994,0,59.0,4,1,Clinton,Human Resource Management,Behavioral,,3,47,0,2,9.0,type2,1.0,3,0.7516,0.7075,1.0,1,8,4
592,EID_6344,0,48.0,4,0,Springfield,IT,Directive,10.0,1,63,0,3,9.0,type2,2.0,4,-0.1048,0.7075,,3,7,4
593,EID_18801,0,20.0,3,1,Springfield,Marketing,Conceptual,1.0,1,31,1,2,9.0,type3,5.0,1,-0.1048,-0.4537,1.0,4,8,3
595,EID_13779,0,35.0,4,0,Clinton,R&D,Directive,7.0,2,31,0,2,7.0,type3,3.0,2,-0.1048,0.7075,2.0,4,6,1
597,EID_15311,1,31.0,5,1,Lebanon,R&D,Conceptual,3.0,3,39,0,3,8.0,type0,4.0,4,0.7516,0.7075,2.0,2,7,4
599,EID_11675,1,32.0,2,1,Franklin,Operarions,Conceptual,7.0,1,52,1,4,8.0,type3,2.0,3,-1.8176,-2.7762,1.0,1,9,3
604,EID_19501,0,25.0,1,1,Springfield,Marketing,Analytical,6.0,2,37,1,5,8.0,type0,2.0,2,-0.1048,-0.4537,2.0,3,8,1
606,EID_13287,0,27.0,3,1,Lebanon,IT,Directive,5.0,3,26,0,3,7.0,type2,3.0,4,-0.1048,-1.615,2.0,4,8,3
609,EID_16078,0,26.0,4,1,Lebanon,Security,Analytical,4.0,2,41,1,2,8.0,type0,3.0,3,0.7516,-0.4537,2.0,3,8,3
613,EID_21747,1,28.0,4,0,Franklin,Accounting and Finance,Directive,6.0,1,40,1,4,10.0,type3,1.0,4,-1.8176,0.7075,2.0,3,7,3
614,EID_4659,1,52.0,2,0,Washington,R&D,Directive,18.0,4,72,1,4,10.0,type3,3.0,3,1.6081,-0.4537,2.0,4,5,3
616,EID_13300,1,36.0,4,1,Springfield,Logistics,Conceptual,12.0,1,58,0,1,7.0,type2,1.0,4,-1.8176,0.7075,,4,8,4
617,EID_16950,0,22.0,3,0,Franklin,Sales,Behavioral,3.0,2,38,1,2,7.0,type2,2.0,2,-0.1048,-0.4537,2.0,3,5,4
618,EID_23778,0,47.0,3,1,Springfield,Marketing,Directive,11.0,3,61,0,3,7.0,type2,1.0,3,-0.1048,0.7075,2.0,4,8,3
621,EID_5525,1,55.0,3,0,Lebanon,R&D,Behavioral,31.0,4,58,1,2,9.0,type2,2.0,1,-0.1048,-0.4537,1.0,2,7,3
623,EID_6171,0,62.0,3,1,Washington,Operarions,Analytical,30.0,4,36,2,2,9.0,type3,3.0,5,,0.7075,1.0,3,6,5
625,EID_4602,1,52.0,2,0,Springfield,Quality,Behavioral,24.0,4,66,2,4,8.0,type2,2.0,3,1.6081,0.7075,1.0,4,6,2
627,EID_4286,1,53.0,3,0,Springfield,Sales,Analytical,29.0,4,55,1,2,10.0,type3,1.0,4,-0.9612,-0.4537,3.0,2,8,4
631,EID_13681,1,30.0,2,0,Washington,Logistics,Directive,7.0,3,66,0,5,8.0,type2,4.0,3,1.6081,0.7075,2.0,4,7,3
634,EID_15252,1,27.0,3,1,Clinton,Human Resource Management,Directive,4.0,1,73,1,3,8.0,type4,1.0,3,-1.8176,0.7075,,2,8,3
637,EID_2401,1,57.0,1,1,Washington,Operarions,Behavioral,26.0,3,30,0,4,7.0,type3,2.0,3,-0.1048,0.7075,2.0,2,5,3
638,EID_7609,0,,4,0,Springfield,Sales,Behavioral,2.0,2,63,0,3,9.0,type2,2.0,5,0.7516,0.7075,2.0,4,7,2
640,EID_10126,0,36.0,3,1,Clinton,R&D,Conceptual,8.0,3,73,1,1,9.0,type3,1.0,3,0.7516,0.7075,2.0,2,9,2
641,EID_19714,1,35.0,4,0,Clinton,Logistics,Directive,9.0,4,30,0,4,9.0,type3,2.0,3,0.7516,-2.7762,2.0,4,6,4
642,EID_4911,1,51.0,4,1,Clinton,R&D,Behavioral,18.0,3,48,1,1,8.0,type2,4.0,3,-0.9612,0.7075,2.0,2,5,3
643,EID_12505,0,34.0,1,1,Washington,Operarions,Analytical,5.0,1,55,1,1,7.0,type0,3.0,2,0.7516,-0.4537,2.0,2,8,4
644,EID_10377,1,35.0,4,1,Springfield,IT,Analytical,10.0,4,55,0,4,8.0,type2,4.0,3,-1.8176,-0.4537,1.0,5,8,4
645,EID_3407,0,50.0,3,1,Franklin,R&D,Behavioral,26.0,1,50,2,3,8.0,type0,1.0,4,-1.8176,-0.4537,3.0,4,7,5
646,EID_3386,1,50.0,1,1,Springfield,Operarions,Analytical,17.0,1,47,1,1,8.0,type2,1.0,3,,-0.4537,2.0,2,7,3
648,EID_19517,1,42.0,5,1,Franklin,R&D,Behavioral,17.0,4,35,1,2,7.0,type2,2.0,3,-1.8176,-0.4537,2.0,3,8,3
653,EID_20286,0,27.0,4,1,Lebanon,Operarions,Analytical,4.0,2,66,0,3,7.0,type2,3.0,4,0.7516,-1.615,2.0,3,7,5
654,EID_25798,0,25.0,4,0,Springfield,IT,Analytical,6.0,1,22,1,2,7.0,type2,1.0,3,-0.1048,0.7075,2.0,4,5,4
656,EID_17006,1,,3,1,Clinton,Sales,Directive,5.0,4,22,0,4,10.0,type3,3.0,4,-1.8176,-0.4537,2.0,4,8,4
657,EID_22476,1,45.0,4,1,Franklin,IT,Behavioral,7.0,2,43,1,5,8.0,type2,3.0,3,-0.1048,0.7075,2.0,3,8,3
658,EID_9406,1,47.0,4,1,Franklin,IT,Analytical,21.0,4,25,0,4,7.0,type2,4.0,3,1.6081,-0.4537,2.0,4,5,2
659,EID_13559,1,35.0,4,1,Lebanon,Production,Directive,9.0,1,60,0,3,9.0,type2,1.0,3,0.7516,0.7075,2.0,3,7,3
660,EID_1340,0,57.0,3,0,Lebanon,Logistics,Behavioral,30.0,4,20,2,4,7.0,type2,1.0,3,1.6081,0.7075,2.0,5,6,3
665,EID_13755,1,35.0,5,1,Springfield,Logistics,Directive,6.0,1,42,1,3,9.0,type2,2.0,3,0.7516,-0.4537,2.0,2,9,3
666,EID_13293,1,27.0,4,1,Washington,Sales,Directive,4.0,2,60,1,3,8.0,type2,1.0,3,-0.1048,0.7075,2.0,3,8,3
667,EID_25837,1,30.0,3,1,Springfield,R&D,Directive,6.0,4,47,1,3,9.0,type3,1.0,3,0.7516,0.7075,2.0,2,7,3
668,EID_20466,1,30.0,4,1,Lebanon,Security,Conceptual,7.0,3,31,0,3,8.0,type2,3.0,3,-0.1048,0.7075,2.0,2,8,5
670,EID_2399,1,53.0,1,1,Lebanon,Logistics,Conceptual,27.0,4,42,1,2,7.0,type2,5.0,5,0.7516,1.8688,2.0,3,8,3
671,EID_23917,1,32.0,3,0,Washington,Logistics,Directive,8.0,4,57,1,4,10.0,type1,3.0,3,-0.1048,0.7075,2.0,3,8,3
675,EID_8435,1,62.0,3,1,Franklin,Quality,Analytical,28.0,3,53,1,2,7.0,type1,1.0,3,-0.9612,-0.4537,2.0,2,8,4
676,EID_17953,1,22.0,3,1,Franklin,Operarions,Analytical,3.0,1,52,0,3,9.0,type3,3.0,4,-1.8176,-2.7762,2.0,2,6,3
682,EID_3684,0,54.0,3,0,Lebanon,Operarions,Behavioral,16.0,3,35,1,3,8.0,type2,2.0,3,-0.9612,-0.4537,1.0,3,6,2
683,EID_15824,1,24.0,2,0,Franklin,R&D,Directive,5.0,1,38,1,3,7.0,type2,1.0,3,,0.7075,,3,5,4
685,EID_21121,1,28.0,3,1,Franklin,Sales,Directive,5.0,2,64,1,3,10.0,type2,1.0,4,-0.1048,0.7075,1.0,2,7,5
686,EID_6346,1,53.0,3,1,Lebanon,Quality,Behavioral,15.0,3,71,1,4,7.0,type3,1.0,3,0.7516,-0.4537,2.0,2,9,3
687,EID_9525,0,38.0,4,0,Springfield,Logistics,Analytical,16.0,4,36,1,1,10.0,type2,2.0,3,,0.7075,2.0,3,7,3
689,EID_2526,1,62.0,3,0,Springfield,Operarions,Analytical,32.0,2,30,1,3,10.0,type2,4.0,5,0.7516,-0.4537,2.0,3,7,3
692,EID_15856,0,27.0,1,1,Washington,Logistics,Conceptual,4.0,3,47,0,2,7.0,type0,3.0,3,-0.9612,1.8688,2.0,3,7,3
695,EID_19059,1,20.0,2,0,Franklin,Marketing,Conceptual,1.0,1,53,0,1,7.0,type4,1.0,3,0.7516,1.8688,2.0,2,6,3
696,EID_5268,0,56.0,3,1,Washington,Sales,Directive,19.0,4,36,2,3,10.0,type3,1.0,3,0.7516,-0.4537,2.0,2,8,3
697,EID_7619,1,50.0,4,0,Springfield,Marketing,Behavioral,16.0,1,38,1,1,8.0,type3,2.0,3,-0.1048,-0.4537,2.0,3,5,3
699,EID_22104,0,22.0,1,1,Lebanon,Accounting and Finance,Conceptual,3.0,1,54,0,3,7.0,type2,4.0,1,0.7516,1.8688,2.0,3,6,3
701,EID_25369,1,30.0,3,1,Franklin,IT,Behavioral,7.0,4,56,1,1,8.0,type3,3.0,2,-0.1048,1.8688,2.0,1,8,3
702,EID_16633,1,28.0,3,0,Franklin,IT,Behavioral,6.0,4,23,0,2,7.0,type2,3.0,3,0.7516,-1.615,3.0,3,7,3
705,EID_1059,1,65.0,3,1,Franklin,Accounting and Finance,Analytical,35.0,2,59,1,2,7.0,type2,1.0,1,-0.1048,-2.7762,,3,9,2
706,EID_9315,1,38.0,4,1,Lebanon,Operarions,Behavioral,10.0,1,68,1,2,8.0,type2,3.0,3,0.7516,1.8688,2.0,4,8,4
708,EID_9984,1,,3,0,Franklin,IT,Conceptual,4.0,1,37,1,3,8.0,type3,4.0,3,1.6081,0.7075,,2,7,3
709,EID_4296,0,48.0,4,1,Springfield,R&D,Behavioral,16.0,4,23,0,3,7.0,type2,1.0,3,-0.9612,-0.4537,2.0,2,9,2
712,EID_1884,0,55.0,1,0,Washington,Sales,Behavioral,21.0,1,27,1,3,7.0,type2,3.0,3,-1.8176,-1.615,2.0,2,7,3
715,EID_16872,1,24.0,4,1,Springfield,Logistics,Conceptual,5.0,3,38,1,4,9.0,type2,2.0,3,1.6081,-0.4537,2.0,3,7,3
716,EID_24525,0,22.0,3,1,Springfield,Production,Conceptual,3.0,1,34,0,2,9.0,type3,3.0,3,-0.1048,-0.4537,2.0,2,7,2
717,EID_14237,0,34.0,2,1,Washington,Marketing,Behavioral,7.0,3,51,1,3,8.0,type3,3.0,3,0.7516,-0.4537,1.0,4,9,5
719,EID_7448,0,46.0,3,1,Washington,Purchasing,Behavioral,15.0,3,51,0,3,9.0,type2,2.0,3,-0.1048,0.7075,2.0,3,7,3
723,EID_13942,1,26.0,4,0,Washington,IT,Behavioral,2.0,1,66,0,2,8.0,type3,1.0,3,0.7516,-0.4537,2.0,2,7,3
724,EID_13098,1,,3,0,Franklin,Sales,Behavioral,6.0,1,62,1,4,7.0,type2,4.0,3,-0.9612,-0.4537,2.0,2,5,3
726,EID_5350,0,55.0,3,0,Franklin,Sales,Directive,32.0,4,42,1,5,9.0,type3,1.0,3,0.7516,-0.4537,1.0,2,9,3
727,EID_22853,0,47.0,4,1,Lebanon,Operarions,Behavioral,15.0,1,25,1,2,10.0,type4,4.0,5,0.7516,-1.615,2.0,3,6,4
736,EID_18001,0,22.0,3,1,Franklin,Logistics,Directive,3.0,3,60,1,4,8.0,type2,3.0,5,0.7516,-0.4537,2.0,1,7,2
738,EID_23757,1,42.0,4,1,Springfield,R&D,Conceptual,14.0,4,47,1,3,9.0,type3,3.0,3,-0.1048,-0.4537,3.0,3,7,3
740,EID_5375,1,50.0,4,1,Lebanon,Security,Behavioral,23.0,3,32,1,3,10.0,type2,2.0,4,1.6081,0.7075,2.0,3,8,3
741,EID_5869,1,54.0,5,1,Clinton,IT,Conceptual,20.0,4,49,2,1,7.0,type2,4.0,2,-0.1048,0.7075,2.0,5,9,4
744,EID_16273,0,24.0,3,1,Lebanon,Accounting and Finance,Behavioral,5.0,1,40,1,3,8.0,type3,3.0,3,-0.9612,1.8688,2.0,3,8,3
745,EID_20618,0,19.0,3,0,Lebanon,Operarions,Directive,0.0,0,47,1,2,8.0,type3,2.0,4,-0.9612,1.8688,2.0,1,7,3
747,EID_8806,1,39.0,1,0,Lebanon,Purchasing,Conceptual,16.0,2,67,1,2,9.0,type2,1.0,3,-0.9612,-0.4537,2.0,4,5,2
750,EID_20089,1,45.0,3,1,Springfield,Purchasing,Directive,14.0,2,42,1,2,8.0,type2,4.0,2,0.7516,0.7075,1.0,3,8,3
752,EID_18312,0,,4,0,Washington,Logistics,Analytical,4.0,1,53,1,3,7.0,type3,3.0,4,-0.1048,-0.4537,,1,5,4
754,EID_14705,1,33.0,3,0,Washington,Purchasing,Behavioral,5.0,4,49,0,3,7.0,type3,3.0,4,-0.9612,0.7075,1.0,2,5,3
756,EID_18794,1,22.0,4,0,Franklin,Accounting and Finance,Behavioral,3.0,2,46,1,5,7.0,type3,1.0,3,-0.1048,0.7075,3.0,3,8,3
759,EID_4542,0,52.0,3,0,Lebanon,Sales,Directive,20.0,1,51,1,3,8.0,type2,4.0,4,-0.1048,-0.4537,2.0,3,8,3
766,EID_20031,0,52.0,4,0,Washington,Logistics,Directive,18.0,4,36,1,3,7.0,type3,1.0,1,0.7516,1.8688,2.0,4,5,3
767,EID_20365,0,22.0,2,1,Lebanon,IT,Behavioral,3.0,2,36,1,3,7.0,type2,1.0,3,-1.8176,0.7075,2.0,2,8,3
771,EID_24922,1,47.0,3,1,Springfield,IT,Conceptual,13.0,3,53,1,3,7.0,type2,1.0,3,-0.1048,-0.4537,,4,6,3
773,EID_11035,1,34.0,5,1,Springfield,Logistics,Conceptual,7.0,1,26,1,2,7.0,type2,3.0,3,0.7516,0.7075,2.0,3,6,2
775,EID_23731,1,52.0,1,0,Franklin,Human Resource Management,Behavioral,30.0,3,44,1,2,7.0,type3,2.0,4,0.7516,-0.4537,,4,8,4
777,EID_5428,1,55.0,3,0,Lebanon,Quality,Conceptual,18.0,4,55,1,1,9.0,type3,1.0,3,1.6081,-0.4537,3.0,2,7,3
778,EID_14023,0,26.0,3,0,Washington,Sales,Behavioral,3.0,3,50,0,3,10.0,type2,3.0,3,0.7516,-0.4537,2.0,2,6,3
779,EID_2937,1,56.0,3,0,Springfield,Logistics,Conceptual,32.0,4,43,2,1,7.0,type2,4.0,4,0.7516,-0.4537,1.0,2,8,4
780,EID_16931,0,23.0,3,1,Lebanon,Purchasing,Analytical,4.0,1,26,1,2,7.0,type3,1.0,1,0.7516,-0.4537,2.0,4,8,4
781,EID_18299,0,21.0,5,1,Lebanon,R&D,Directive,2.0,2,33,0,4,9.0,type3,1.0,3,-1.8176,0.7075,2.0,2,8,5
786,EID_15971,1,23.0,3,1,Clinton,Marketing,Directive,4.0,3,41,0,1,9.0,type3,3.0,3,-0.1048,-0.4537,,4,7,3
787,EID_7852,0,62.0,3,0,Franklin,R&D,Directive,38.0,3,45,0,5,10.0,type3,1.0,3,-0.1048,-0.4537,2.0,4,7,3
790,EID_18706,0,19.0,4,1,Lebanon,R&D,Behavioral,0.0,0,68,2,3,7.0,type3,3.0,4,0.7516,0.7075,1.0,4,8,3
791,EID_22784,1,27.0,1,0,Springfield,Sales,Conceptual,5.0,1,37,0,3,9.0,type2,2.0,3,0.7516,0.7075,2.0,2,6,2
792,EID_10756,1,38.0,1,1,Springfield,Purchasing,Analytical,10.0,3,54,0,3,7.0,type2,1.0,4,1.6081,0.7075,1.0,3,8,4
